comp_ref,Compound,smiles,IP,EA,HOMO,LUMO,Dipole,Polarizability,Egap,Electronegativity,Chemical hardness,Global softness,Electrophilicity,deltaN,Total Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Atoms,Symmetric atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens,ConcInh_M,TempK,Time_H,Med_ConcM,Med_ID,Method,IE
comp_1,"2-[(6-ethyl-4-hydroxy-2,5-dioxo-5,6-dihydro-2 H -pyrano [3,2- c ]quinolin-3-yl)methylidene] hydrazinecarbodithioic acid",CCn3c(=O)c1c(C)c(/C=N/NC(=S)S)c(=O)oc1c2ccccc23,6.239026638,3.067811685,-6.239026638,-3.067811685,13.055,503.49,3.171214953,4.653419162,1.585607477,0.630673111,6.828395494,-0.739962719,373.456,1.8914,-4.621,6,1,270.97,0.4178,141.89,1,25,8,0,8,0,3,3,6,6,0,3,1,2,0,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0.0000001,298,1,1,HCl,EFM,55.99
comp_1,"2-[(6-ethyl-4-hydroxy-2,5-dioxo-5,6-dihydro-2 H -pyrano [3,2- c ]quinolin-3-yl)methylidene] hydrazinecarbodithioic acid",CCn3c(=O)c1c(C)c(/C=N/NC(=S)S)c(=O)oc1c2ccccc23,6.239026638,3.067811685,-6.239026638,-3.067811685,13.055,503.49,3.171214953,4.653419162,1.585607477,0.630673111,6.828395494,-0.739962719,373.456,1.8914,-4.621,6,1,270.97,0.4178,141.89,1,25,8,0,8,0,3,3,6,6,0,3,1,2,0,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0.000001,298,1,1,HCl,EFM,64.94
comp_1,"2-[(6-ethyl-4-hydroxy-2,5-dioxo-5,6-dihydro-2 H -pyrano [3,2- c ]quinolin-3-yl)methylidene] hydrazinecarbodithioic acid",CCn3c(=O)c1c(C)c(/C=N/NC(=S)S)c(=O)oc1c2ccccc23,6.239026638,3.067811685,-6.239026638,-3.067811685,13.055,503.49,3.171214953,4.653419162,1.585607477,0.630673111,6.828395494,-0.739962719,373.456,1.8914,-4.621,6,1,270.97,0.4178,141.89,1,25,8,0,8,0,3,3,6,6,0,3,1,2,0,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0.00001,298,1,1,HCl,EFM,69.15
comp_1,"2-[(6-ethyl-4-hydroxy-2,5-dioxo-5,6-dihydro-2 H -pyrano [3,2- c ]quinolin-3-yl)methylidene] hydrazinecarbodithioic acid",CCn3c(=O)c1c(C)c(/C=N/NC(=S)S)c(=O)oc1c2ccccc23,6.239026638,3.067811685,-6.239026638,-3.067811685,13.055,503.49,3.171214953,4.653419162,1.585607477,0.630673111,6.828395494,-0.739962719,373.456,1.8914,-4.621,6,1,270.97,0.4178,141.89,1,25,8,0,8,0,3,3,6,6,0,3,1,2,0,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0.0001,298,1,1,HCl,EFM,74.78
comp_1,"2-[(6-ethyl-4-hydroxy-2,5-dioxo-5,6-dihydro-2 H -pyrano [3,2- c ]quinolin-3-yl)methylidene] hydrazinecarbodithioic acid",CCn3c(=O)c1c(C)c(/C=N/NC(=S)S)c(=O)oc1c2ccccc23,6.239026638,3.067811685,-6.239026638,-3.067811685,13.055,503.49,3.171214953,4.653419162,1.585607477,0.630673111,6.828395494,-0.739962719,373.456,1.8914,-4.621,6,1,270.97,0.4178,141.89,1,25,8,0,8,0,3,3,6,6,0,3,1,2,0,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0.001,298,1,1,HCl,EFM,90.3
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,5.4373792,1.936634359,-5.4373792,-1.936634359,8.1359,394.92,3.500744841,3.687006779,1.75037242,0.571306991,3.883179041,-0.946368094,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.000001,303,8,1,HCl,PDP,83.4
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,5.4373792,1.936634359,-5.4373792,-1.936634359,8.1359,394.92,3.500744841,3.687006779,1.75037242,0.571306991,3.883179041,-0.946368094,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.00001,303,8,1,HCl,PDP,88.3
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,5.4373792,1.936634359,-5.4373792,-1.936634359,8.1359,394.92,3.500744841,3.687006779,1.75037242,0.571306991,3.883179041,-0.946368094,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.0001,303,8,1,HCl,PDP,90.7
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,5.4373792,1.936634359,-5.4373792,-1.936634359,8.1359,394.92,3.500744841,3.687006779,1.75037242,0.571306991,3.883179041,-0.946368094,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.001,303,8,1,HCl,PDP,93.9
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,5.4373792,1.936634359,-5.4373792,-1.936634359,8.1359,394.92,3.500744841,3.687006779,1.75037242,0.571306991,3.883179041,-0.946368094,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.000001,303,8,1,HCl,EIS,86.5
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,5.4373792,1.936634359,-5.4373792,-1.936634359,8.1359,394.92,3.500744841,3.687006779,1.75037242,0.571306991,3.883179041,-0.946368094,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.00001,303,8,1,HCl,EIS,88.2
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,5.4373792,1.936634359,-5.4373792,-1.936634359,8.1359,394.92,3.500744841,3.687006779,1.75037242,0.571306991,3.883179041,-0.946368094,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.0001,303,8,1,HCl,EIS,91.1
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,5.4373792,1.936634359,-5.4373792,-1.936634359,8.1359,394.92,3.500744841,3.687006779,1.75037242,0.571306991,3.883179041,-0.946368094,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.001,303,8,1,HCl,EIS,95.7
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,5.4373792,1.936634359,-5.4373792,-1.936634359,8.1359,394.92,3.500744841,3.687006779,1.75037242,0.571306991,3.883179041,-0.946368094,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.001,303,8,1,HCl,PDP,93.9
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,5.4373792,1.936634359,-5.4373792,-1.936634359,8.1359,394.92,3.500744841,3.687006779,1.75037242,0.571306991,3.883179041,-0.946368094,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.001,313,8,1,HCl,PDP,86
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,5.4373792,1.936634359,-5.4373792,-1.936634359,8.1359,394.92,3.500744841,3.687006779,1.75037242,0.571306991,3.883179041,-0.946368094,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.001,323,8,1,HCl,PDP,81
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,5.4373792,1.936634359,-5.4373792,-1.936634359,8.1359,394.92,3.500744841,3.687006779,1.75037242,0.571306991,3.883179041,-0.946368094,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.001,333,8,1,HCl,PDP,78
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,5.745684206,2.154869677,-5.745684206,-2.154869677,3.2275,506.91,3.590814529,3.950276941,1.795407265,0.556976693,4.345723731,-0.849312331,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0001,298,30,1,HCl,PDP,90.7
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,5.745684206,2.154869677,-5.745684206,-2.154869677,3.2275,506.91,3.590814529,3.950276941,1.795407265,0.556976693,4.345723731,-0.849312331,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0002,298,30,1,HCl,PDP,92.8
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,5.745684206,2.154869677,-5.745684206,-2.154869677,3.2275,506.91,3.590814529,3.950276941,1.795407265,0.556976693,4.345723731,-0.849312331,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0003,298,30,1,HCl,PDP,95.2
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,5.745684206,2.154869677,-5.745684206,-2.154869677,3.2275,506.91,3.590814529,3.950276941,1.795407265,0.556976693,4.345723731,-0.849312331,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0004,298,30,1,HCl,PDP,95.7
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,5.745684206,2.154869677,-5.745684206,-2.154869677,3.2275,506.91,3.590814529,3.950276941,1.795407265,0.556976693,4.345723731,-0.849312331,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0001,298,30,1,HCl,EIS,92.5
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,5.745684206,2.154869677,-5.745684206,-2.154869677,3.2275,506.91,3.590814529,3.950276941,1.795407265,0.556976693,4.345723731,-0.849312331,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0002,298,30,1,HCl,EIS,94.5
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,5.745684206,2.154869677,-5.745684206,-2.154869677,3.2275,506.91,3.590814529,3.950276941,1.795407265,0.556976693,4.345723731,-0.849312331,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0003,298,30,1,HCl,EIS,96
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,5.745684206,2.154869677,-5.745684206,-2.154869677,3.2275,506.91,3.590814529,3.950276941,1.795407265,0.556976693,4.345723731,-0.849312331,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0004,298,30,1,HCl,EIS,96.6
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,5.745684206,2.154869677,-5.745684206,-2.154869677,3.2275,506.91,3.590814529,3.950276941,1.795407265,0.556976693,4.345723731,-0.849312331,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0001,303,30,1,HCl,WL,86.7
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,5.745684206,2.154869677,-5.745684206,-2.154869677,3.2275,506.91,3.590814529,3.950276941,1.795407265,0.556976693,4.345723731,-0.849312331,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0001,313,30,1,HCl,WL,83.8
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,5.745684206,2.154869677,-5.745684206,-2.154869677,3.2275,506.91,3.590814529,3.950276941,1.795407265,0.556976693,4.345723731,-0.849312331,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0001,323,30,1,HCl,WL,80.2
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,5.745684206,2.154869677,-5.745684206,-2.154869677,3.2275,506.91,3.590814529,3.950276941,1.795407265,0.556976693,4.345723731,-0.849312331,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0001,333,30,1,HCl,WL,76.5
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,5.745684206,2.154869677,-5.745684206,-2.154869677,3.2275,506.91,3.590814529,3.950276941,1.795407265,0.556976693,4.345723731,-0.849312331,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0002,303,30,1,HCl,WL,91.1
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,5.745684206,2.154869677,-5.745684206,-2.154869677,3.2275,506.91,3.590814529,3.950276941,1.795407265,0.556976693,4.345723731,-0.849312331,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0002,313,30,1,HCl,WL,88.9
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,5.745684206,2.154869677,-5.745684206,-2.154869677,3.2275,506.91,3.590814529,3.950276941,1.795407265,0.556976693,4.345723731,-0.849312331,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0002,323,30,1,HCl,WL,86.8
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,5.745684206,2.154869677,-5.745684206,-2.154869677,3.2275,506.91,3.590814529,3.950276941,1.795407265,0.556976693,4.345723731,-0.849312331,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0002,333,30,1,HCl,WL,82.9
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,5.745684206,2.154869677,-5.745684206,-2.154869677,3.2275,506.91,3.590814529,3.950276941,1.795407265,0.556976693,4.345723731,-0.849312331,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0003,303,30,1,HCl,WL,93.9
