comp_ref,Compound,smiles,IE,IP,EA,HL,Dipole,HOMO,LUMO,Electronegativity,Chemical hardness,Global softness,Electrophilicity,Number of e- transferred,Total Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Total Molweight 2,cLogP 2,cLogS 2,H-Acceptors 2,H-Donors 2,Total Surface Area 2,Relative PSA 2,Polar Surface Area 2,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Atoms,Symmetric atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens,ConcInh_M,TempK,Time_H,Med_ConcM,Med_ID,Method
comp_1,"2-[(6-ethyl-4-hydroxy-2,5-dioxo-5,6-dihydro-2 H -pyrano [3,2- c ]quinolin-3-yl)methylidene] hydrazinecarbodithioic acid",CCn3c(=O)c1c(C)c(/C=N/NC(=S)S)c(=O)oc1c2ccccc23,55.99,8.824037,1.676545,7.147492,9.961496,-8.824037,-1.676545,5.250291,3.573746,0.279818431,3.856675262,-0.244800414,373.456,1.8914,-4.621,6,1,270.97,0.4178,141.89,373.456,1.8914,-4.621,6,1,270.97,0.4178,141.89,1,25,8,0,8,0,3,3,6,6,0,3,1,2,0,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0.0000001,298,1,1,HCl,EFM
comp_1,"2-[(6-ethyl-4-hydroxy-2,5-dioxo-5,6-dihydro-2 H -pyrano [3,2- c ]quinolin-3-yl)methylidene] hydrazinecarbodithioic acid",CCn3c(=O)c1c(C)c(/C=N/NC(=S)S)c(=O)oc1c2ccccc23,64.94,8.824037,1.676545,7.147492,9.961496,-8.824037,-1.676545,5.250291,3.573746,0.279818431,3.856675262,-0.244800414,373.456,1.8914,-4.621,6,1,270.97,0.4178,141.89,373.456,1.8914,-4.621,6,1,270.97,0.4178,141.89,1,25,8,0,8,0,3,3,6,6,0,3,1,2,0,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0.000001,298,1,1,HCl,EFM
comp_1,"2-[(6-ethyl-4-hydroxy-2,5-dioxo-5,6-dihydro-2 H -pyrano [3,2- c ]quinolin-3-yl)methylidene] hydrazinecarbodithioic acid",CCn3c(=O)c1c(C)c(/C=N/NC(=S)S)c(=O)oc1c2ccccc23,69.15,8.824037,1.676545,7.147492,9.961496,-8.824037,-1.676545,5.250291,3.573746,0.279818431,3.856675262,-0.244800414,373.456,1.8914,-4.621,6,1,270.97,0.4178,141.89,373.456,1.8914,-4.621,6,1,270.97,0.4178,141.89,1,25,8,0,8,0,3,3,6,6,0,3,1,2,0,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0.00001,298,1,1,HCl,EFM
comp_1,"2-[(6-ethyl-4-hydroxy-2,5-dioxo-5,6-dihydro-2 H -pyrano [3,2- c ]quinolin-3-yl)methylidene] hydrazinecarbodithioic acid",CCn3c(=O)c1c(C)c(/C=N/NC(=S)S)c(=O)oc1c2ccccc23,74.78,8.824037,1.676545,7.147492,9.961496,-8.824037,-1.676545,5.250291,3.573746,0.279818431,3.856675262,-0.244800414,373.456,1.8914,-4.621,6,1,270.97,0.4178,141.89,373.456,1.8914,-4.621,6,1,270.97,0.4178,141.89,1,25,8,0,8,0,3,3,6,6,0,3,1,2,0,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0.0001,298,1,1,HCl,EFM
comp_1,"2-[(6-ethyl-4-hydroxy-2,5-dioxo-5,6-dihydro-2 H -pyrano [3,2- c ]quinolin-3-yl)methylidene] hydrazinecarbodithioic acid",CCn3c(=O)c1c(C)c(/C=N/NC(=S)S)c(=O)oc1c2ccccc23,90.3,8.824037,1.676545,7.147492,9.961496,-8.824037,-1.676545,5.250291,3.573746,0.279818431,3.856675262,-0.244800414,373.456,1.8914,-4.621,6,1,270.97,0.4178,141.89,373.456,1.8914,-4.621,6,1,270.97,0.4178,141.89,1,25,8,0,8,0,3,3,6,6,0,3,1,2,0,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0.001,298,1,1,HCl,EFM
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,83.4,7.854015,0.575388,7.278626,6.168603,-7.854015,-0.575388,4.2147015,3.6393135,0.274777097,2.440530162,-0.382668119,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.000001,303,8,1,HCl,PDP
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,88.3,7.854015,0.575388,7.278626,6.168603,-7.854015,-0.575388,4.2147015,3.6393135,0.274777097,2.440530162,-0.382668119,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.00001,303,8,1,HCl,PDP
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,90.7,7.854015,0.575388,7.278626,6.168603,-7.854015,-0.575388,4.2147015,3.6393135,0.274777097,2.440530162,-0.382668119,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.0001,303,8,1,HCl,PDP
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,93.9,7.854015,0.575388,7.278626,6.168603,-7.854015,-0.575388,4.2147015,3.6393135,0.274777097,2.440530162,-0.382668119,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.001,303,8,1,HCl,PDP
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,86.5,7.854015,0.575388,7.278626,6.168603,-7.854015,-0.575388,4.2147015,3.6393135,0.274777097,2.440530162,-0.382668119,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.000001,303,8,1,HCl,EIS
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,88.2,7.854015,0.575388,7.278626,6.168603,-7.854015,-0.575388,4.2147015,3.6393135,0.274777097,2.440530162,-0.382668119,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.00001,303,8,1,HCl,EIS
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,91.1,7.854015,0.575388,7.278626,6.168603,-7.854015,-0.575388,4.2147015,3.6393135,0.274777097,2.440530162,-0.382668119,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.0001,303,8,1,HCl,EIS
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,95.7,7.854015,0.575388,7.278626,6.168603,-7.854015,-0.575388,4.2147015,3.6393135,0.274777097,2.440530162,-0.382668119,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.001,303,8,1,HCl,EIS
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,93.9,7.854015,0.575388,7.278626,6.168603,-7.854015,-0.575388,4.2147015,3.6393135,0.274777097,2.440530162,-0.382668119,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.001,303,8,1,HCl,PDP
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,86,7.854015,0.575388,7.278626,6.168603,-7.854015,-0.575388,4.2147015,3.6393135,0.274777097,2.440530162,-0.382668119,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.001,313,8,1,HCl,PDP
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,81,7.854015,0.575388,7.278626,6.168603,-7.854015,-0.575388,4.2147015,3.6393135,0.274777097,2.440530162,-0.382668119,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.001,323,8,1,HCl,PDP
comp_2,5-(((4-(dimethylamino)benzylidene)amino)methyl)quinolin-8-ol,CN(C)c3ccc(/C=N/Cc1ccc(O)c2ncccc12)cc3,78,7.854015,0.575388,7.278626,6.168603,-7.854015,-0.575388,4.2147015,3.6393135,0.274777097,2.440530162,-0.382668119,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,305.38,3.0041,-3.765,4,1,246.07,0.15902,48.72,1,23,4,0,4,0,4,3,16,4,3,3,2,1,0,0,3,0,0,2,0,0,1,0,1,0,1,1,1,0,0.001,333,8,1,HCl,PDP
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,90.7,8.140845,0.766095,7.37475,1.731755,-8.140845,-0.766095,4.45347,3.687375,0.271195634,2.689365069,-0.345303909,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0001,298,30,1,HCl,PDP
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,92.8,8.140845,0.766095,7.37475,1.731755,-8.140845,-0.766095,4.45347,3.687375,0.271195634,2.689365069,-0.345303909,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0002,298,30,1,HCl,PDP
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,95.2,8.140845,0.766095,7.37475,1.731755,-8.140845,-0.766095,4.45347,3.687375,0.271195634,2.689365069,-0.345303909,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0003,298,30,1,HCl,PDP
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,95.7,8.140845,0.766095,7.37475,1.731755,-8.140845,-0.766095,4.45347,3.687375,0.271195634,2.689365069,-0.345303909,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0004,298,30,1,HCl,PDP
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,92.5,8.140845,0.766095,7.37475,1.731755,-8.140845,-0.766095,4.45347,3.687375,0.271195634,2.689365069,-0.345303909,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0001,298,30,1,HCl,EIS
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,94.5,8.140845,0.766095,7.37475,1.731755,-8.140845,-0.766095,4.45347,3.687375,0.271195634,2.689365069,-0.345303909,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0002,298,30,1,HCl,EIS
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,96,8.140845,0.766095,7.37475,1.731755,-8.140845,-0.766095,4.45347,3.687375,0.271195634,2.689365069,-0.345303909,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0003,298,30,1,HCl,EIS
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,96.6,8.140845,0.766095,7.37475,1.731755,-8.140845,-0.766095,4.45347,3.687375,0.271195634,2.689365069,-0.345303909,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0004,298,30,1,HCl,EIS
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,86.7,8.140845,0.766095,7.37475,1.731755,-8.140845,-0.766095,4.45347,3.687375,0.271195634,2.689365069,-0.345303909,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0001,303,30,1,HCl,WL
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,83.8,8.140845,0.766095,7.37475,1.731755,-8.140845,-0.766095,4.45347,3.687375,0.271195634,2.689365069,-0.345303909,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0001,313,30,1,HCl,WL
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,80.2,8.140845,0.766095,7.37475,1.731755,-8.140845,-0.766095,4.45347,3.687375,0.271195634,2.689365069,-0.345303909,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0001,323,30,1,HCl,WL
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,76.5,8.140845,0.766095,7.37475,1.731755,-8.140845,-0.766095,4.45347,3.687375,0.271195634,2.689365069,-0.345303909,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0001,333,30,1,HCl,WL
comp_3,"2-phenyl-3-(2-(4-
phenylpiperazin-1-yl)ethyl)quinazolin-4(3H)-one",O=C1C=2C=CC=CC2N=C(C=3C=CC=CC3)N1CCN4CCN(C=5C=CC=CC5)CC4,91.1,8.140845,0.766095,7.37475,1.731755,-8.140845,-0.766095,4.45347,3.687375,0.271195634,2.689365069,-0.345303909,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,410.519,3.7338,-3.68,5,0,319.96,0.11001,39.15,1,31,5,0,5,0,5,5,18,7,6,5,3,2,1,2,3,0,0,3,1,2,0,1,2,1,1,0,1,0,0.0002,303,30,1,HCl,WL
